file	hasSEO	hasWellnessShell	hasEducationalBoundary	hasClinicalBoundary	hasCrisisRoute	hasButtons	hasLinks
client/src/pages/JournalPage.jsx	true	true	true	false	true	true	false
client/src/pages/KnowledgeSynthesisPage.tsx	true	true	true	true	true	true	true
client/src/pages/LearnArticles.jsx	false	false	true	false	false	false	true
client/src/pages/LearnDetail.jsx	true	false	true	false	true	false	true
client/src/pages/LearnGuides.jsx	false	false	false	false	false	false	true
client/src/pages/LearnHub.jsx	false	false	true	false	false	false	true
client/src/pages/LegalPage.jsx	true	false	true	false	false	true	true
client/src/pages/Login.jsx	true	false	true	false	false	true	true
client/src/pages/LoginCallback.jsx	false	true	true	true	false	false	false
client/src/pages/LumiV6Preview.jsx	true	false	false	false	true	true	true
client/src/pages/MasteryToolsPage.tsx	true	true	true	true	true	true	true
client/src/pages/MeditationGuidePage.jsx	true	true	true	true	true	true	true
client/src/pages/MentalWellness.jsx	false	false	true	false	false	false	true
client/src/pages/MetaLearningPage.tsx	true	true	true	true	true	true	true
client/src/pages/Mindfulness.jsx	false	false	false	false	false	false	true
client/src/pages/MirrorPage.tsx	true	true	true	true	true	true	false
client/src/pages/MoodPage.jsx	true	true	true	false	true	true	false
client/src/pages/MotionLab.jsx	false	false	false	false	true	true	true
client/src/pages/MovementSnacksPage.jsx	true	true	true	true	true	true	false
client/src/pages/NervousSystemFloodingPage.jsx	true	true	true	true	true	true	false
client/src/pages/NewsPage.jsx	true	true	true	true	false	true	true
client/src/pages/Newsletter.jsx	true	false	true	true	true	true	true
client/src/pages/NotFound.jsx	true	true	true	true	true	true	true
client/src/pages/Onboarding.tsx	false	true	true	true	true	true	true
client/src/pages/OnboardingFlow.jsx	false	false	false	false	true	true	true
client/src/pages/PeacescapePage.jsx	true	false	true	false	false	false	true
client/src/pages/PerceptionRefinementPage.jsx	true	true	true	true	true	true	false
client/src/pages/PermacultureWellnessPage.jsx	true	true	true	true	true	true	false
client/src/pages/PhilosophicalInquiryPage.tsx	true	true	true	true	true	true	true
client/src/pages/PracticeLibrary.jsx	true	false	true	false	false	true	true
client/src/pages/Premium.jsx	true	true	true	false	false	true	true
client/src/pages/Presence.jsx	true	false	true	false	true	false	true
client/src/pages/PressKit.jsx	true	false	true	false	false	true	true
client/src/pages/Pricing.jsx	true	true	true	true	true	true	true
client/src/pages/PricingPage.jsx	true	false	true	true	true	true	true
client/src/pages/Privacy.jsx	true	false	true	false	true	false	true
client/src/pages/Privacy.tsx	true	true	true	true	false	false	true
client/src/pages/ProfessionalResourcesPage.jsx	true	true	true	true	true	false	true
client/src/pages/Profile.jsx	true	true	true	true	false	true	true
client/src/pages/ProgressDashboardPage.tsx	true	true	true	true	false	false	true
client/src/pages/ProtocolBrowser.jsx	true	false	true	true	true	true	true
client/src/pages/ProtocolSession.jsx	true	false	true	false	true	true	true
client/src/pages/PublicRoadmap.jsx	true	false	true	false	true	true	true
client/src/pages/Publishing.jsx	true	true	true	true	false	true	true
client/src/pages/QAPage.jsx	false	true	true	true	true	true	true
client/src/pages/RecoveryPage.jsx	true	true	true	true	true	true	true
client/src/pages/Reflection.jsx	false	false	true	false	false	true	false
client/src/pages/Register.jsx	true	false	true	false	true	true	true
client/src/pages/ResearchEvidencePage.jsx	true	true	true	true	true	false	true
client/src/pages/ResetPassword.jsx	true	true	true	true	false	true	true
client/src/pages/Resilience.jsx	false	false	false	false	false	false	true
client/src/pages/ResilienceMetricsPage.tsx	true	true	true	true	true	true	true
client/src/pages/ResourcesPage.jsx	true	true	true	true	true	false	true
client/src/pages/RigLab.jsx	false	false	false	false	true	true	true
client/src/pages/RoutinesPage.jsx	true	true	true	false	false	true	true
client/src/pages/SafetyCenter.jsx	true	false	true	true	true	true	true
client/src/pages/SafetyPage.jsx	true	true	true	true	true	false	true
client/src/pages/SelfCareToolkitPage.jsx	true	true	true	true	true	true	false
client/src/pages/SelfLove.jsx	false	false	false	false	false	false	true
client/src/pages/SelfLovePage.jsx	true	true	true	false	false	true	false
client/src/pages/SelfWorthReflectionPage.jsx	true	true	true	true	true	true	false
client/src/pages/Settings.jsx	true	true	true	true	true	true	true
client/src/pages/SleepGuidePage.jsx	true	true	true	true	true	true	true
client/src/pages/SocialHub.jsx	true	true	true	true	false	true	true
client/src/pages/SoulWellnessPage.jsx	true	true	true	true	true	true	true
client/src/pages/Start.tsx	false	false	true	true	true	true	true
client/src/pages/StatePage.jsx	true	true	true	true	false	false	true
client/src/pages/StrategyMapsPage.tsx	true	true	true	true	true	true	true
client/src/pages/StressResponseGuidePage.jsx	true	true	true	true	true	true	true
client/src/pages/StudyVaultPage.jsx	true	true	true	true	true	true	true
client/src/pages/SubscriberBenefitsPage.jsx	true	true	true	false	true	false	true
client/src/pages/SupportPage.tsx	true	false	true	true	true	true	true
client/src/pages/SystemMapPage.jsx	true	true	true	false	true	true	true
client/src/pages/SystemsThinkingPage.tsx	true	true	true	true	true	true	true
client/src/pages/TalkTopics.jsx	false	false	true	false	false	true	true
client/src/pages/Terms.tsx	true	true	true	true	true	false	true
client/src/pages/ToolsPage.jsx	true	true	true	true	true	true	false
client/src/pages/TwelvePracticesPage.jsx	true	true	true	true	false	true	true
client/src/pages/TwelveStepsPage.tsx	true	true	true	true	false	true	false
client/src/pages/Upgrade.jsx	true	true	true	true	false	true	true
client/src/pages/UserProfile.jsx	true	false	true	false	false	true	true
client/src/pages/ValuesFinderPage.jsx	true	true	true	true	false	true	false
client/src/pages/ValuesPage.jsx	false	false	true	false	true	false	true
client/src/pages/Wellbeing.jsx	false	false	false	false	false	false	true
client/src/pages/Wellness.jsx	true	true	true	true	true	true	true
client/src/pages/WellnessDashboard.jsx	true	false	true	false	false	true	true
client/src/pages/WellnessGlossaryPage.jsx	true	true	true	true	true	true	true
client/src/pages/WellnessGoals.jsx	true	false	true	false	false	true	false
client/src/pages/WellnessHubPage.jsx	true	true	true	true	true	false	true
client/src/pages/WellnessToolsHub.jsx	true	false	true	true	true	false	true
client/src/pages/WireframeTemplates.jsx	false	true	true	true	true	true	true
client/src/pages/WisdomPracticesPage.tsx	true	true	true	true	true	true	true
client/src/pages/WisdomSynthesisPage.tsx	true	true	true	true	true	true	true
client/src/pages/WisdomToolsPage.tsx	true	true	true	true	true	true	true
client/src/pages/_autopilot.jsx	false	false	false	false	false	false	true
client/src/pages/account/Billing.jsx	true	true	true	false	false	true	true
client/src/pages/account/DeleteAccount.jsx	false	false	false	false	true	true	true
client/src/pages/account/OrderHistory.jsx	true	false	true	false	false	true	true
client/src/pages/account/Profile.jsx	true	true	true	true	false	true	true
client/src/pages/account/Security.jsx	true	false	true	false	false	true	true
client/src/pages/account/Sessions.jsx	false	false	false	false	false	true	false
client/src/pages/account/Settings.jsx	true	true	true	true	false	true	true
client/src/pages/account/Subscription.jsx	true	false	true	false	false	true	true
client/src/pages/admin/AdminPublishing.jsx	true	false	true	false	true	true	true
client/src/pages/admin/AdminPublishingToday.jsx	true	false	true	false	false	true	true
client/src/pages/admin/AdminSocial.jsx	true	false	true	true	true	true	true
client/src/pages/admin/AdminTools.jsx	true	false	true	false	false	true	true
client/src/pages/admin/AdminUsers.jsx	true	false	true	false	false	true	true
client/src/pages/admin/AnalyticsDashboard.jsx	true	false	true	false	false	true	true
client/src/pages/admin/AuditLogExplorer.jsx	true	false	true	false	false	true	true
client/src/pages/admin/BillingViewer.jsx	true	false	true	false	false	false	true
client/src/pages/admin/CommandCenter.jsx	true	false	true	false	false	true	true
client/src/pages/admin/ContentStudioAdmin.jsx	true	false	true	false	false	true	true
client/src/pages/admin/EngagementDashboard.jsx	true	false	true	false	false	true	true
client/src/pages/admin/FeatureFlags.jsx	true	false	true	false	false	true	true
client/src/pages/admin/FeedbackAggregator.jsx	true	false	true	false	false	true	true
client/src/pages/admin/HealthDashboard.jsx	true	false	true	false	false	true	true
client/src/pages/admin/NarrativeDrafts.jsx	true	false	true	false	false	true	true
client/src/pages/admin/NarrativeOpsConsole.jsx	true	false	true	true	true	true	true
client/src/pages/admin/NewsletterAdmin.jsx	true	false	true	false	false	true	true
client/src/pages/admin/RevenueAdmin.jsx	true	false	true	false	false	true	true
client/src/pages/admin/RolesPermissions.jsx	true	false	true	false	false	false	true
client/src/pages/admin/SecurityDashboard.jsx	true	false	true	false	false	true	true
client/src/pages/admin/SocialAnalytics.jsx	true	false	true	false	false	true	true
client/src/pages/admin/SocialCalendar.jsx	true	false	true	false	false	true	true
client/src/pages/admin/SocialDashboard.jsx	true	false	true	false	false	true	true
client/src/pages/admin/SocialGenerator.jsx	true	false	true	true	true	true	true
client/src/pages/admin/SocialLibrary.jsx	true	false	true	false	false	true	true
client/src/pages/admin/SocialStudioAdmin.jsx	true	false	true	true	false	true	true
client/src/pages/admin/SystemAlerts.jsx	true	false	true	false	false	true	true
client/src/pages/admin/_adminTools/AIDiagnosticsPanel.jsx	false	false	false	false	false	true	false
client/src/pages/admin/_adminTools/AIRepairCenter.jsx	false	false	false	false	false	true	false
client/src/pages/admin/_adminTools/DailyOpsRunbook.jsx	false	false	false	false	false	true	false
client/src/pages/admin/_adminTools/GitIntegrityScanner.jsx	false	false	false	false	false	true	false
client/src/pages/admin/_adminTools/PlatformCoverageReport.jsx	false	false	false	false	false	true	false
client/src/pages/admin/_adminTools/PlatformIntegrityDeepScan.jsx	false	false	false	false	false	true	false
client/src/pages/admin/_adminTools/PlatformIntegrityScanner.jsx	false	false	false	false	false	true	true
client/src/pages/admin/_adminTools/QuickDiagnostics.jsx	false	false	false	false	false	true	false
client/src/pages/dashboard/Insights.tsx	true	true	true	true	false	true	true
client/src/pages/dashboard/Journal.jsx	true	true	true	true	false	true	true
client/src/pages/dashboard/MoodTracker.jsx	true	true	true	true	false	true	true
client/src/pages/dashboard/Overview.jsx	true	true	true	false	false	true	true
client/src/pages/dashboard/ProgressDashboard.jsx	false	false	false	false	false	false	false
client/src/pages/discovery/DiscoveryPage.jsx	false	false	true	false	false	false	false
client/src/pages/help/RefundHelp.jsx	true	false	true	false	false	true	true
client/src/pages/hubs/AcceptanceHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/AnxietyHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/BodyMindHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/BoundariesHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/BreathworkHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/CommunicationHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/ConfidenceHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/CopingSkillsHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/CreativityHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/DailyPracticeHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/EmotionalIntelligenceHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/EnergyManagementHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/FocusHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/ForgivenessHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/GratitudeHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/GriefHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/HabitsHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/HealingJourneyHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/HubsIndexPage.jsx	true	true	true	false	false	true	false
client/src/pages/hubs/InnerPeaceHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/InnerWorkHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/JournalingHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/LifePurposeHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/MindfulnessHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/MotivationHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/NervousSystemHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/PersonalGrowthHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/PresenceHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/RelationshipsHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/ResilienceHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/SelfAwarenessHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/SelfCareHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/SelfCompassionHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/SelfDiscoveryHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/SelfWorthHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/SleepHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/SpiritualityHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/StressHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/ThoughtworkHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/TopicHubPage.jsx	false	false	false	false	false	false	false
client/src/pages/hubs/TraumaHealingHubPage.jsx	true	true	true	true	true	false	true
client/src/pages/hubs/WisdomHubPage.jsx	true	true	true	false	false	false	true
client/src/pages/hubs/index.jsx	false	false	true	false	false	false	false
client/src/pages/library/SavedLibrary.jsx	false	false	false	false	false	false	true
client/src/pages/pathways/CalmPlan.jsx	true	false	true	false	false	true	false
client/src/pages/pathways/Favorites.jsx	true	false	true	false	false	true	true
client/src/pages/pathways/GoalOnboarding.jsx	true	false	true	false	false	true	false
client/src/pages/pathways/PathwaysHome.jsx	true	false	true	false	false	true	true
client/src/pages/pathways/ProgressStreaks.jsx	true	false	true	false	false	true	true
client/src/pages/pathways/ReflectionHistory.jsx	true	false	true	false	false	true	true
client/src/pages/pathways/ValuesToActions.jsx	true	false	true	false	false	true	false
client/src/pages/preferences/NotificationPreferences.jsx	true	false	true	false	false	true	false
client/src/pages/preferences/SafetyPreferences.jsx	true	false	true	false	false	true	false
client/src/pages/reflection.tsx	false	false	true	false	false	false	false
client/src/pages/settings/AIPersonality.jsx	true	false	false	false	false	true	false
client/src/pages/settings/EmailDigest.jsx	true	false	true	false	false	true	false
client/src/pages/tools/AweMicrodose.jsx	true	false	true	false	false	true	true
client/src/pages/tools/BodyScan.jsx	true	false	true	false	false	true	true
client/src/pages/tools/BoundaryBuilderTool.jsx	true	false	true	false	true	true	true
client/src/pages/tools/BreathPacer.jsx	true	false	true	false	true	true	true
client/src/pages/tools/BreathTool.jsx	true	false	true	false	true	true	true
client/src/pages/tools/BreathingTool.jsx	true	false	true	true	true	true	true
client/src/pages/tools/CognitiveDistortionChecker.jsx	true	false	true	true	true	true	true
client/src/pages/tools/CommunityCheckin.jsx	true	false	true	false	false	true	true
client/src/pages/tools/CompassionBreak.jsx	true	false	true	false	false	true	true
client/src/pages/tools/DigitalSunset.jsx	true	false	true	false	false	true	true
client/src/pages/tools/EmotionWheel.jsx	true	false	false	false	false	true	true
client/src/pages/tools/GAD7Assessment.jsx	true	false	true	true	true	true	true
client/src/pages/tools/GriefLetter.jsx	true	false	true	false	false	true	true
client/src/pages/tools/ManipulationDetector.jsx	true	false	true	false	true	true	true
client/src/pages/tools/MeaningMap.jsx	true	false	true	false	false	true	true
client/src/pages/tools/MeditationPlayer.jsx	true	false	false	false	true	true	false
client/src/pages/tools/NervousSystemCheck.jsx	true	false	true	true	true	true	true
client/src/pages/tools/PHQ9Assessment.jsx	true	false	true	true	true	true	true
client/src/pages/tools/Reframe.jsx	true	false	true	false	false	true	true
client/src/pages/tools/ReframePage.jsx	true	true	true	false	false	true	false
client/src/pages/tools/RepairScript.jsx	true	false	true	false	false	true	true
client/src/pages/tools/SleepQualityCalculator.jsx	true	false	true	true	true	true	true
client/src/pages/tools/ToolDirectoryPage.jsx	false	false	true	false	false	false	true
client/src/pages/tools/UrgeSurf.jsx	true	false	true	false	true	true	true
client/src/pages/tools/WeeklyReflection.jsx	true	false	true	false	false	true	false
client/src/pages/tools/index.jsx	true	false	true	true	true	false	true
client/src/pages/trust/AITransparencyPage.jsx	false	false	true	false	false	false	true
client/src/pages/trust/TrustCenterPage.jsx	false	false	true	true	true	false	true
